well_id,average_rmse,median_rmse,minimum_rmse,maximum_rmse,average_mae,n_rows,fold
2043abc5,65.56132380452759,52.93741441853014,30.830171843824726,125.54029453722538,57.98377468972923,8513,5
992ce078,65.31469284547511,15.144594726928553,8.148016252361286,222.82156567568202,62.58573276493337,4661,1
726f3dc2,65.09902993005917,22.737772608608783,12.607486513931038,202.3130879890881,61.65812068558239,8619,5
c70c0e01,64.93927530744443,50.82013558526812,22.345772425196095,135.77105763404538,56.028700660957185,6057,2
9ad5410a,64.73190712441837,38.35286205611925,15.521421757760082,166.7004826276749,59.032216900903784,5749,1
1beca81d,64.33881950461041,71.85962448232192,35.815905423414705,77.82012363038311,53.94740049448531,6650,1
19871e7f,64.22454994329036,47.02933375498263,21.14543513670393,141.69409712649224,57.424817044599905,7152,2
044af7d1,64.10137273459478,75.10687123651007,20.695045309953624,85.49670315540534,56.46780197527023,6067,4
96b7eea1,64.03858476801904,40.98293476643104,27.325954067692383,146.86251547152168,58.003055672356695,6078,1
3c3dbcbc,63.23246638971281,37.72803854731652,14.56143119629899,162.91235726791922,59.130129284577464,6911,5
2d0c268a,62.974542113034104,57.7021418466219,33.911097241471964,102.58278751742063,55.37139370688784,6289,4
8b12bab6,62.86982497531619,39.30962196232637,12.92930105718398,159.93075491942804,53.259724683541116,6980,1
7e721392,62.83903486534844,43.04131723346811,20.966839129024862,144.30666586543268,51.720349980722105,8301,4
ce8399b7,62.61834029294592,31.84336713614244,23.216519560181204,163.57010733931762,56.47745369426351,3548,1
76201745,62.60189898713074,53.844200395481764,19.169774828977772,123.54942032858165,45.853175488354026,5858,4
22c5f93f,62.35723949451901,25.72186463100678,12.426243138461638,185.55898557760082,58.32265331492342,6919,1
8d92cb49,62.213474629017774,23.2980074440453,12.146008950326006,190.1118746776545,60.475687401366365,4839,5
7d57c75d,61.570080199700634,60.49145358479605,25.529980263435085,99.76743336577537,52.08730120388294,6147,5
028d7b28,61.49692634139935,61.7971684869259,20.637172907136605,101.75619548460902,51.71884665108594,7761,1
1d3fbf02,61.37156402277672,36.754163118267016,19.370456683393737,152.6074731711791,57.15825447661008,4252,3
89969c7a,61.32447890288459,64.9188155196512,34.19427071612887,81.26601385610711,50.696375417369474,6317,2
a0b83014,61.313275017085495,55.04359123327305,41.51847596332906,93.64744163846682,53.27858352382778,6873,5
9def2eb2,61.05173923204585,36.93168855405466,29.853890348365915,140.48968947170815,58.47271226791737,7750,1
0be01c24,60.907830791742356,36.197326854391505,22.51505112119794,148.72161833698846,54.43013640513869,6385,4
1b82b665,60.4547831919413,51.34865161835832,30.404167492339838,108.71766203870872,52.69998644286586,5364,1
8612b37f,60.345401924761504,49.75686664107803,11.562441785442807,130.30543263144716,49.077144429349275,6807,3
052d64df,60.262567571151465,10.963418811501862,7.590568320943859,211.53286434065828,58.73290005114974,4590,3
1590af81,60.24946298233827,32.65089967183932,18.058908993723318,157.63714359195112,56.36334992751312,5231,1
23b9beb0,59.999544643509104,43.75766569115255,7.711873298677304,144.770973893054,55.12931787428568,8790,4
72dd8501,59.90197938405441,31.143657756037427,20.698171612728768,156.622430411414,57.04841152524579,6928,3
ab18d3fc,59.82397972187569,60.9989544178795,21.48700658803466,95.81100346370908,33.221975650860045,7337,3
9c211c53,59.635300166008065,45.511762914833895,24.677803384803102,122.83987144956139,48.33519183485474,8842,1
67a8da4a,58.919425971143696,24.725896885072586,11.94743650165114,174.27847361277847,54.46640802778712,6645,5
84815d5a,58.513367359157215,53.846190896812914,44.151705939295525,82.20938170370752,51.862992940391734,5286,5
