well_id,prediction_rows,ensemble_min,ensemble_max,ensemble_mean,ensemble_median,ensemble_std,extra_trees_mean,xgboost_mean,mean_model_disagreement,maximum_model_disagreement
000d7d20,3836,11716.677301917065,11808.29130917504,11746.181279838327,11752.275145012462,14.591099490518085,11744.877082262044,11751.39807014346,18.383083113124904,59.26989024046452
00bbac68,6014,12183.964345268325,12268.21519579794,12224.931414160237,12232.328196593953,16.9074991912318,12224.431736826697,12226.930123494398,9.280873450159737,49.41518951574653
00e12e8b,4301,11577.218592433244,11624.246253785757,11602.4020761639,11600.675626051623,9.689621163863533,11602.436639204452,11602.263824001686,12.953987072632694,63.57774508344664
