well_id,Bias_Formation_Marker_Baseline,Bias_Last_Known_TVT,Bias_Linear_Extrapolation_10,Bias_Linear_Extrapolation_100,Bias_Linear_Extrapolation_50,Bias_Z_to_TVT_Linear_Model,MAE_Formation_Marker_Baseline,MAE_Last_Known_TVT,MAE_Linear_Extrapolation_10,MAE_Linear_Extrapolation_100,MAE_Linear_Extrapolation_50,MAE_Z_to_TVT_Linear_Model,RMSE_Formation_Marker_Baseline,RMSE_Last_Known_TVT,RMSE_Linear_Extrapolation_10,RMSE_Linear_Extrapolation_100,RMSE_Linear_Extrapolation_50,RMSE_Z_to_TVT_Linear_Model
084d66f9_,-669.1497602759483,-5.267410553409179,8.39246823479873,-7.360114243791599,-2.1222230383844796,76.65237134145968,669.1497602759483,8.28724066923996,8.92747145611107,9.45095307466607,7.11748579066585,76.65237134145968,709.2268407510726,10.693040191903986,14.87554863036152,11.912431307219583,9.740414730198934,84.76134418570258
08fecf00_,-54.26315025369988,1.8950430570508021,-25.979956941769768,-27.414770924358006,-26.55418863583997,90.29587511268525,75.98505217512408,3.7481575170434698,25.979956941769775,27.414770924358006,26.55418863583997,90.29587511268525,94.02001801199006,4.759806836739511,31.55223154016789,33.191686387910316,32.20815134232622,98.8850851094371
09053135_,1261.0313099560778,-12.254980531573667,-46.091707804106846,-41.94866297982867,-50.90734355672577,99.83010369143179,1261.0313099560778,12.283340104961095,46.09171777686644,41.948750631011244,50.90734744752536,99.83010369143179,1433.643590765715,13.261553626472297,50.150446864228975,45.43825271933696,55.64298232465908,111.48620003285218
09441b8d_,759.1149291034282,12.652649416910203,30.616649417761412,27.95844512651931,34.604695755369754,-110.57909726446728,759.2494896025106,12.67259110787227,30.61664955028195,27.95844743939637,34.604695755369754,110.57909726446728,885.3225195795219,15.9390645279074,33.839238610801715,30.967730591910424,38.205025680450795,122.90618881227034
0955cd6c_,368.7964838311275,5.667599615013482,7.084690522607276,-1.0382491698498044,7.636216181591215,75.65498374130807,368.7964838311275,6.652188642925418,7.8325853867859205,3.584236836692072,8.299045492911574,75.65498374130807,432.56371293729046,8.023088122545198,9.437648088225728,4.484561701013687,10.00647607959674,84.19860096937744
09ec2ca9_,1146.8668223523357,2.548613423959661,79.06661342447698,49.538248527498794,77.06551474457167,-96.40209196819339,1146.8668223523357,4.493126593033173,79.08578555701578,49.679316650317666,77.0907924819161,96.40209196819339,1317.2164680836238,6.13281698431714,92.7478053940489,58.712956278742205,90.43987754398879,109.35228036021259
0a57a29c_,590.5593358737707,-5.642482391342186,-22.40278542319522,-51.805370180136315,-47.69647278750407,-116.75346634892715,590.5593358737707,6.273264043979104,22.50120014936829,51.805370180136315,47.69647278750407,116.75346634892715,684.5621997487267,6.952723985070934,25.85593122522747,59.716955118453676,54.97843254379548,132.77183839539308
0bbf5e67_,1256.0844750913716,17.213520241972052,-130.12493430260068,-130.54825617567283,-130.36139572443827,78.45880939644975,1256.0844750913716,17.213520241972052,130.12494860100588,130.54826846497994,130.36140886324426,78.45880939644975,1399.8289014187033,18.377119492009776,153.36232106284686,153.8505719406407,153.6350504633082,86.27400491713877
0be01c24_,-912.2318773134016,-6.740084423807008,25.140461031076757,-5.143640019372328,19.5024836434154,102.60328888870526,912.2318773134016,7.232942169691444,25.22225020180004,5.81044020503829,19.698182906151324,102.60328888870526,983.600828217,8.273369324203173,30.5467373879679,6.876860669533305,24.144132175248618,113.2427261403226
0c1b160c_,665.5445679290551,-3.5049742777983948,-12.23633791317506,-20.94222180257424,-17.10917475805641,85.63679533180617,665.5445679290551,5.408021369212404,12.255443859864695,20.94222302971714,17.111869645587895,85.63679533180617,742.9169705429871,8.432276859497074,14.754036731108668,23.79539898709972,19.694262433658725,94.691506017255
0d99f8e4_,1351.7697744511543,6.1123475871543675,45.291983950005736,4.145327845115915,29.199998007417506,101.67840997989249,1351.7697744511543,7.638134981968062,45.29344805004894,6.7914508434671435,29.28666654966061,101.67840997989249,1507.336332474522,9.343320012239094,51.56005544998802,8.131349331972922,33.27290321306633,112.75242454197688
0dc5e64d_,670.4377470417029,-7.829247796680386,13.021661294398367,-53.99934800668124,8.543650162594727,111.99501967211297,670.4377470417029,12.774826808772422,14.352255790232734,53.99934800668124,11.866018376169116,111.99501967211297,743.1044807114646,18.008822359134772,19.26527841549234,65.9243087623416,16.227924681510522,123.48584458257152
0dc835f3_,581.0850893768326,3.1081233062328404,50.61921421532802,51.762940677976154,49.5663660433803,-112.69765643003934,581.0850893768326,6.202129629629617,50.61921421532802,51.762940677976154,49.566366863003545,112.69765643003934,688.1931952930754,7.2297789729208715,57.260623469523125,58.57165616948011,56.0541593996093,133.17216902066076
0dd99dc5_,1957.1278752459234,-3.9165186597663064,118.24429952303895,97.70416822884172,107.13115024761764,-153.99505302570532,1957.1278752459234,5.960528466358144,118.25220145711633,97.72655570581341,107.14614131775875,153.99505302570532,2208.2420331894464,8.234632190411654,137.5165679046197,113.84051552802364,124.70481502205587,171.39868923845398
0e5e560d_,968.7227532082346,-7.99898247771289,68.91374479543443,39.15101866240533,57.78572532542238,-89.64377704920592,968.7227532082346,9.51943744236091,69.15987284505745,40.53170940610594,58.33249073727372,89.64377704920592,1056.748389017331,10.293900986020363,84.39326284052137,50.36231607387775,71.6321372142733,95.75339821813543
