mask_name,rmse,mae,n
frac_0.15,8.04042254737577,6.168459501093438,21549
frac_0.25,10.887928933106833,7.038911076319672,25584
frac_0.35,11.409452422037477,8.634031962819343,34250
frac_0.50,10.323015344469107,7.6187512659143515,27000
frac_0.67,12.575292855074935,9.248570932539682,31500
frac_0.73,18.538488875783255,13.125524763695987,40500
frac_0.80,22.308212469804705,15.041742838541667,39000
natural,17.194777220846724,11.477301159274193,232500
