model,validation_method,oof_rmse,oof_mae,mean_fold_rmse,std_fold_rmse,mean_fold_mae,std_fold_mae,total_training_seconds,total_prediction_seconds,total_evaluation_seconds,evaluated_rows,evaluated_wells
XGBoost Optimized,5-Fold GroupKFold,93.43114202257063,46.27983860681105,91.95831329646299,18.427536613400164,46.27823587848576,4.594200884267067,1402.4669331000187,38.74953149998328,1492.7246955000155,5092255,773
