well_id,model,rmse,mae,n_rows
373ef48b,Linear Regression,35.16884056854503,34.451984418605775,4992
374be387,Linear Regression,92.23214973065144,90.24627707701244,11802
37d36812,Linear Regression,69.27516711614874,68.73678850538649,6017
38991fd4,Linear Regression,69.42493293545294,68.95481145657972,6545
389ae58f,Linear Regression,30.037547089096662,21.619869219011758,8201
3932faa6,Linear Regression,88.02979975117535,86.97019763660863,7388
398dce4b,Linear Regression,64.37284529056707,63.80700579018051,5005
39b51819,Linear Regression,19.841499755625417,18.316590107484608,6382
3a0af893,Linear Regression,86.00333794132993,82.23376310026275,4580
3a223519,Linear Regression,21.622525428374857,20.501128843102045,6581
3a7dd95d,Linear Regression,206.83270254005373,206.2995559753938,4320
3a824aa7,Linear Regression,121.21181671920917,120.97626478038028,5678
3a86fe8d,Linear Regression,16.32513243352884,14.930969735212813,6572
3aaa2b30,Linear Regression,86.20110703254427,84.70069044587348,6396
3ac16ad0,Linear Regression,53.29183966650706,51.737314511147254,7412
3b21ea64,Linear Regression,26.87072152134429,22.373239885152206,9103
3bbe1f5d,Linear Regression,13.977715849936624,9.939225649917521,8184
3bfee975,Linear Regression,87.32141113435752,85.96922737074941,5088
3c3dbcbc,Linear Regression,162.91235726791922,160.25927693947642,6911
3d96d897,Linear Regression,41.17112577773787,40.638966954643884,7147
3df4b19e,Linear Regression,99.7390894896104,99.54892067209231,6658
3e011332,Linear Regression,78.48972143186691,78.06656950410472,4842
3e678ea7,Linear Regression,35.803746853808136,25.274906605739737,8737
3ef6372a,Linear Regression,212.47524359461656,212.3214719488659,6666
3ef98781,Linear Regression,249.72702467582985,249.58482651209437,5343
3f603129,Linear Regression,93.02046810193937,92.3576345605292,6599
404c4384,Linear Regression,33.02021850714891,30.172314717718965,2612
4121c517,Linear Regression,149.31065813715165,149.17530448486588,5471
41fb0192,Linear Regression,49.908233175720504,45.5771638303596,4381
42669188,Linear Regression,59.41068723955102,58.618097397963375,6080
42c538a1,Linear Regression,113.01070437683298,109.80774924325264,4762
43b06c70,Linear Regression,88.76730970005144,87.43877473205694,6590
43c7f85a,Linear Regression,64.36841459889015,63.561267553959205,7484
43e16325,Linear Regression,89.04481795453226,84.09637179823706,5845
44441e54,Linear Regression,31.627769701677934,28.451297088723802,5568
445af6c2,Linear Regression,17.67393230031625,12.707380694010782,7998
4463446c,Linear Regression,202.05109584156642,201.01916634465735,4729
44a94013,Linear Regression,43.416635153217555,42.60973331719178,6492
45fb3e21,Linear Regression,173.30809420170038,173.14969143158436,5626
460f859e,Linear Regression,47.18178940878264,45.925571615205236,4982
4630ab92,Linear Regression,72.80430651875736,72.27039216175092,5307
463c38f2,Linear Regression,57.36736136711849,55.776362186770065,6048
4654e7de,Linear Regression,57.65026092242406,57.421459609878795,7010
466fc788,Linear Regression,49.56734100557905,48.57078280149334,7767
46a301e9,Linear Regression,58.57324471090949,55.92609195025624,9962
46a7190b,Linear Regression,112.99157339861172,106.8760504073434,5646
46d24a09,Linear Regression,38.307155514337026,33.212490982963764,6123
46d41ff6,Linear Regression,38.31059985572323,36.24351794263786,9226
46dfcfca,Linear Regression,112.62881228085742,107.38184834845173,4921
47222616,Linear Regression,20.989456663244436,18.8468259338206,5835
47ee27ab,Linear Regression,166.90846888429562,166.64839697076948,8274
481de5fc,Linear Regression,120.4113039026068,119.85695440728836,7694
48c1f673,Linear Regression,20.768230050637317,17.677267030144446,4666
4936af16,Linear Regression,66.9490714492793,66.40033783819204,5559
493b5b31,Linear Regression,48.34061000187579,44.61568732538341,6884
49dbc14c,Linear Regression,15.474440126813157,14.474049258906465,5198
4a035ec2,Linear Regression,70.64291830937869,67.7271648840004,4522
4a335117,Linear Regression,30.116422991886445,21.93811205184848,6727
4a8ecc0b,Linear Regression,84.76303104263597,84.36314716614076,7374
4b462989,Linear Regression,13.095712793697226,9.849179150904245,4738
4b831d20,Linear Regression,42.386116083891686,34.91254982965487,9433
4c2208f5,Linear Regression,29.46967219227771,23.535271200698702,7248
4c3168cf,Linear Regression,230.7491413645829,230.4912005284227,5959
4c3df468,Linear Regression,25.36108505366431,19.58227819960504,6903
4caa7289,Linear Regression,28.402414783569277,27.800869432353817,6854
4cd1ac61,Linear Regression,122.11852941379973,120.19504636846115,6709
4cecf7b3,Linear Regression,80.1508582974041,79.81934180031435,7676
4ddde4c1,Linear Regression,122.24126857406763,121.82081604346375,6417
4e050c92,Linear Regression,38.6658214970128,36.185462631521226,5236
4ed93db6,Linear Regression,96.02618592198087,95.46152880327034,6496
4f3eb9e9,Linear Regression,133.90026261304618,133.80103306690617,5911
4f4ac5ce,Linear Regression,50.17910684810383,49.83299724831188,6899
4f4afcc6,Linear Regression,10.31608957514096,8.738470445486866,7184
4f69febf,Linear Regression,106.62851266609705,105.28933866894461,7599
4fbe9c06,Linear Regression,19.170646271852217,16.962205101548097,7938
504c8b08,Linear Regression,87.75487802354841,86.18919208974756,8012
511e1db0,Linear Regression,162.83899852550067,160.4393049085699,5645
512943b2,Linear Regression,99.20622455291046,98.99400690307571,6681
5138a660,Linear Regression,94.61672400780691,93.41479334237559,4829
516088b7,Linear Regression,193.2574087540148,193.0057413647086,8300
521a7819,Linear Regression,22.461565341903306,21.580585868428965,7224
5254b6db,Linear Regression,74.73090143974684,70.47756460692874,5115
529e88ca,Linear Regression,28.690377717717617,20.32011656195925,5253
52f1e77a,Linear Regression,39.631789355986946,35.101517021898836,6053
5305524b,Linear Regression,8.42193972093293,6.950633592828788,6457
53134831,Linear Regression,153.45881901600174,151.61391481983574,7214
5397ceb1,Linear Regression,226.42092980115248,226.28725710222432,6811
53f23031,Linear Regression,100.52095296206758,99.82782141589914,10200
543198e8,Linear Regression,115.05493414678479,113.64816170118051,8311
54753541,Linear Regression,91.85206816169634,90.8942495912263,5679
54a7e3c2,Linear Regression,39.576348001099426,38.6552057604389,7893
5542c301,Linear Regression,29.775180425777744,28.3105559821965,5433
5567d551,Linear Regression,6.203941179393751,5.18240630896866,8390
55efee7f,Linear Regression,84.57917537489838,83.3310522800876,6577
5663b2b7,Linear Regression,135.44692060002242,134.7674334022447,6907
5693dde2,Linear Regression,171.0732511941683,170.581958695394,4846
56b00794,Linear Regression,12.98873737086307,10.182331787457592,7293
57796579,Linear Regression,82.40264522479912,80.78241647212754,7622
577eec7c,Linear Regression,39.66131761123069,37.564250074086196,6085
57f05c51,Linear Regression,40.26189463831199,27.81707903040381,6478
